Year,State,Exit Code,Reporting Period,Ages Birth through 2,Hispanic/Latino,American Indian or Alaska Native,Asian,Black or African American,Native Hawaiian or Other Pacific Islander,White,Two or More Races,R/E Total,Male,Female,Gender Total,filename
2019-2020,Wyoming,Part B eligibility not determined,07/01/2019 - 06/30/2020,26,3,1,x,1,x,20,1,26,18,8,26,data\data_file_10.csv.csv
2019-2020,Wyoming,"Part B eligible, Continuing in Part C",07/01/2019 - 06/30/2020,-,-,-,-,-,-,-,-,-,-,-,-,data\data_file_10.csv.csv
2019-2020,Wyoming,"Part B eligible, exiting Part C",07/01/2019 - 06/30/2020,367,62,12,x,3,x,274,13,367,257,110,367,data\data_file_10.csv.csv
2019-2020,Wyoming,Total number exiting,07/01/2019 - 06/30/2020,905,106,32,x,10,x,712,36,905,581,324,905,data\data_file_10.csv.csv
2019-2020,Wyoming,Withdrawal by parent,07/01/2019 - 06/30/2020,60,5,0,x,1,x,51,3,60,31,29,60,data\data_file_10.csv.csv
2019-2020,US and Outlying Areas,Attempts to contact unsuccessful,-,29936,9356,356,792,6525,93,11408,1406,29936,18473,11463,29936,data\data_file_10.csv.csv
2019-2020,US and Outlying Areas,Completion of IFSP prior to max age,-,43671,8245,183,1504,3685,71,27672,2311,43671,24693,18978,43671,data\data_file_10.csv.csv
2019-2020,US and Outlying Areas,Deceased,-,841,185,15,28,178,9,383,43,841,450,391,841,data\data_file_10.csv.csv
2019-2020,US and Outlying Areas,Moved out of state,-,13216,3123,113,895,1537,49,6788,711,13216,8230,4986,13216,data\data_file_10.csv.csv
2019-2020,US and Outlying Areas,Not eligible Part B - exit to other program,-,17423,5228,130,824,2057,37,8442,705,17423,10854,6569,17423,data\data_file_10.csv.csv
2019-2020,US and Outlying Areas,Not eligible Part B - exit with no referrals,-,16178,3764,133,684,1652,52,9063,830,16178,9995,6183,16178,data\data_file_10.csv.csv
2019-2020,US and Outlying Areas,Part B eligibility not determined,-,69006,25725,389,3425,10120,196,26604,2547,69006,46454,22552,69006,data\data_file_10.csv.csv
2019-2020,US and Outlying Areas,"Part B eligible, Continuing in Part C",-,12581,3122,27,780,2231,69,6036,316,12581,8723,3858,12581,data\data_file_10.csv.csv
2019-2020,US and Outlying Areas,"Part B eligible, exiting Part C",-,147612,40870,1107,6878,17383,440,74282,6652,147612,101109,46503,147612,data\data_file_10.csv.csv
2019-2020,US and Outlying Areas,Total number exiting,-,408482,114354,2824,18873,51415,1237,201502,18277,408482,263654,144828,408482,data\data_file_10.csv.csv
2019-2020,US and Outlying Areas,Withdrawal by parent,-,58018,14736,371,3063,6047,221,30824,2756,58018,34673,23345,58018,data\data_file_10.csv.csv
2015-2016,Alabama,Attempts to contact unsuccessful,12/2014 - 11/2015,343,24,x,2,190,x,116,11,343,211,132,343,data\data_file_6.csv.csv
2015-2016,Alabama,Completion of IFSP prior to max age,12/2014 - 11/2015,349,13,x,4,91,x,225,16,349,222,127,349,data\data_file_6.csv.csv
2015-2016,Alabama,Deceased,12/2014 - 11/2015,19,2,x,0,10,x,6,1,19,13,6,19,data\data_file_6.csv.csv
2015-2016,Alabama,Moved out of state,12/2014 - 11/2015,124,8,x,3,22,x,83,3,124,81,43,124,data\data_file_6.csv.csv
2015-2016,Alabama,Not eligible Part B - exit to other program,12/2014 - 11/2015,81,9,x,1,34,x,36,0,81,57,24,81,data\data_file_6.csv.csv
2015-2016,Alabama,Not eligible Part B - exit with no referrals,12/2014 - 11/2015,112,3,x,4,16,x,82,7,112,76,36,112,data\data_file_6.csv.csv
2015-2016,Alabama,Part B eligibility not determined,12/2014 - 11/2015,187,5,x,3,80,x,94,5,187,122,65,187,data\data_file_6.csv.csv
2015-2016,Alabama,Part B eligible continuning in Part C,12/2014 - 11/2015,-,-,-,-,-,-,-,-,-,-,-,-,data\data_file_6.csv.csv
2015-2016,Alabama,Part B eligible exiting Part C,12/2014 - 11/2015,1127,77,x,21,333,x,649,45,1127,798,329,1127,data\data_file_6.csv.csv
2015-2016,Alabama,Total number exiting,12/2014 - 11/2015,3073,188,x,46,952,x,1756,120,3073,2005,1068,3073,data\data_file_6.csv.csv
2015-2016,Alabama,Withdrawal by parent,12/2014 - 11/2015,731,47,x,8,176,x,465,32,731,425,306,731,data\data_file_6.csv.csv
2015-2016,Alaska,Attempts to contact unsuccessful,7/2015 - 6/2016,101,5,48,4,1,3,29,11,101,65,36,101,data\data_file_6.csv.csv
2015-2016,Alaska,Completion of IFSP prior to max age,7/2015 - 6/2016,91,4,29,2,0,1,44,11,91,50,41,91,data\data_file_6.csv.csv
2015-2016,Alaska,Deceased,7/2015 - 6/2016,4,0,3,0,0,0,1,0,4,3,1,4,data\data_file_6.csv.csv
2015-2016,Alaska,Moved out of state,7/2015 - 6/2016,72,7,5,0,3,2,49,6,72,44,28,72,data\data_file_6.csv.csv
2015-2016,Alaska,Not eligible Part B - exit to other program,7/2015 - 6/2016,18,0,4,0,0,0,14,0,18,12,6,18,data\data_file_6.csv.csv
2015-2016,Alaska,Not eligible Part B - exit with no referrals,7/2015 - 6/2016,35,1,13,2,1,0,14,4,35,25,10,35,data\data_file_6.csv.csv
2015-2016,Alaska,Part B eligibility not determined,7/2015 - 6/2016,46,2,17,3,3,2,13,6,46,30,16,46,data\data_file_6.csv.csv
2015-2016,Alaska,Part B eligible continuning in Part C,7/2015 - 6/2016,0,0,0,0,0,0,0,0,0,0,0,0,data\data_file_6.csv.csv
2015-2016,Alaska,Part B eligible exiting Part C,7/2015 - 6/2016,348,40,97,7,12,7,140,45,348,226,122,348,data\data_file_6.csv.csv
2015-2016,Alaska,Total number exiting,7/2015 - 6/2016,854,69,262,27,23,18,355,100,854,543,311,854,data\data_file_6.csv.csv
2015-2016,Alaska,Withdrawal by parent,7/2015 - 6/2016,139,10,46,9,3,3,51,17,139,88,51,139,data\data_file_6.csv.csv
2015-2016,American Samoa,Attempts to contact unsuccessful,7/2015 - 6/2016,2,0,0,x,0,1,0,x,2,0,2,2,data\data_file_6.csv.csv
2015-2016,American Samoa,Completion of IFSP prior to max age,7/2015 - 6/2016,27,0,0,x,0,23,0,x,27,16,11,27,data\data_file_6.csv.csv
2015-2016,American Samoa,Deceased,7/2015 - 6/2016,0,0,0,x,0,0,0,x,0,0,0,0,data\data_file_6.csv.csv
2015-2016,American Samoa,Moved out of state,7/2015 - 6/2016,3,0,0,x,0,3,0,x,3,3,0,3,data\data_file_6.csv.csv
2015-2016,American Samoa,Not eligible Part B - exit to other program,7/2015 - 6/2016,0,0,0,x,0,0,0,x,0,0,0,0,data\data_file_6.csv.csv
2015-2016,American Samoa,Not eligible Part B - exit with no referrals,7/2015 - 6/2016,0,0,0,x,0,0,0,x,0,0,0,0,data\data_file_6.csv.csv
2015-2016,American Samoa,Part B eligibility not determined,7/2015 - 6/2016,1,0,0,x,0,1,0,x,1,1,0,1,data\data_file_6.csv.csv
2015-2016,American Samoa,Part B eligible continuning in Part C,7/2015 - 6/2016,0,0,0,x,0,0,0,x,0,0,0,0,data\data_file_6.csv.csv
2015-2016,American Samoa,Part B eligible exiting Part C,7/2015 - 6/2016,5,0,0,x,0,3,0,x,5,4,1,5,data\data_file_6.csv.csv
2015-2016,American Samoa,Total number exiting,7/2015 - 6/2016,41,0,0,x,0,34,0,x,41,24,17,41,data\data_file_6.csv.csv
2015-2016,American Samoa,Withdrawal by parent,7/2015 - 6/2016,3,0,0,x,0,3,0,x,3,0,3,3,data\data_file_6.csv.csv
2015-2016,Arizona,Attempts to contact unsuccessful,7/2015 - 6/2016,465,167,32,7,34,3,211,11,465,278,187,465,data\data_file_6.csv.csv
2015-2016,Arizona,Completion of IFSP prior to max age,7/2015 - 6/2016,164,62,6,3,10,1,78,4,164,98,66,164,data\data_file_6.csv.csv
2015-2016,Arizona,Deceased,7/2015 - 6/2016,28,8,7,0,2,0,11,0,28,17,11,28,data\data_file_6.csv.csv
2015-2016,Arizona,Moved out of state,7/2015 - 6/2016,235,83,6,13,20,1,109,3,235,135,100,235,data\data_file_6.csv.csv
2015-2016,Arizona,Not eligible Part B - exit to other program,7/2015 - 6/2016,257,100,11,4,15,2,115,10,257,153,104,257,data\data_file_6.csv.csv
2015-2016,Arizona,Not eligible Part B - exit with no referrals,7/2015 - 6/2016,189,71,9,6,7,1,91,4,189,128,61,189,data\data_file_6.csv.csv
2015-2016,Arizona,Part B eligibility not determined,7/2015 - 6/2016,445,172,25,8,23,2,197,18,445,293,152,445,data\data_file_6.csv.csv
2015-2016,Arizona,Part B eligible continuning in Part C,7/2015 - 6/2016,-,-,-,-,-,-,-,-,-,-,-,-,data\data_file_6.csv.csv
2015-2016,Arizona,Part B eligible exiting Part C,7/2015 - 6/2016,2289,867,125,61,126,11,1019,80,2289,1548,741,2289,data\data_file_6.csv.csv
2015-2016,Arizona,Total number exiting,7/2015 - 6/2016,4805,1806,243,118,277,23,2186,152,4805,3091,1714,4805,data\data_file_6.csv.csv
2015-2016,Arizona,Withdrawal by parent,7/2015 - 6/2016,733,276,22,16,40,2,355,22,733,441,292,733,data\data_file_6.csv.csv
2015-2016,Arkansas,Attempts to contact unsuccessful,7/2015 - 6/2016,24,4,x,0,5,x,15,0,24,15,9,24,data\data_file_6.csv.csv
2015-2016,Arkansas,Completion of IFSP prior to max age,7/2015 - 6/2016,70,3,x,0,10,x,55,2,70,44,26,70,data\data_file_6.csv.csv
2015-2016,Arkansas,Deceased,7/2015 - 6/2016,0,0,x,0,0,x,0,0,0,0,0,0,data\data_file_6.csv.csv
2015-2016,Arkansas,Moved out of state,7/2015 - 6/2016,12,1,x,1,6,x,4,0,12,8,4,12,data\data_file_6.csv.csv
2015-2016,Arkansas,Not eligible Part B - exit to other program,7/2015 - 6/2016,122,14,x,2,33,x,68,5,122,73,49,122,data\data_file_6.csv.csv
2015-2016,Arkansas,Not eligible Part B - exit with no referrals,7/2015 - 6/2016,32,0,x,1,6,x,24,1,32,18,14,32,data\data_file_6.csv.csv
2015-2016,Arkansas,Part B eligibility not determined,7/2015 - 6/2016,97,5,x,0,25,x,61,5,97,58,39,97,data\data_file_6.csv.csv
2015-2016,Arkansas,Part B eligible continuning in Part C,7/2015 - 6/2016,0,0,x,0,0,x,0,0,0,0,0,0,data\data_file_6.csv.csv
2015-2016,Arkansas,Part B eligible exiting Part C,7/2015 - 6/2016,242,30,x,7,20,x,173,10,242,168,74,242,data\data_file_6.csv.csv
2015-2016,Arkansas,Total number exiting,7/2015 - 6/2016,684,63,x,12,116,x,461,27,684,443,241,684,data\data_file_6.csv.csv
2015-2016,Arkansas,Withdrawal by parent,7/2015 - 6/2016,85,6,x,1,11,x,61,4,85,59,26,85,data\data_file_6.csv.csv
2015-2016,California,Attempts to contact unsuccessful,7/2015 - 6/2016,918,384,5,61,38,13,391,26,918,563,355,918,data\data_file_6.csv.csv
2015-2016,California,Completion of IFSP prior to max age,7/2015 - 6/2016,8059,4492,10,855,446,112,1722,422,8059,5454,2605,8059,data\data_file_6.csv.csv
2015-2016,California,Deceased,7/2015 - 6/2016,38,18,1,2,3,1,12,1,38,17,21,38,data\data_file_6.csv.csv
2015-2016,California,Moved out of state,7/2015 - 6/2016,219,50,2,24,21,4,104,14,219,136,83,219,data\data_file_6.csv.csv
2015-2016,California,Not eligible Part B - exit to other program,7/2015 - 6/2016,1458,711,6,144,111,23,382,81,1458,909,549,1458,data\data_file_6.csv.csv
2015-2016,California,Not eligible Part B - exit with no referrals,7/2015 - 6/2016,0,0,0,0,0,0,0,0,0,0,0,0,data\data_file_6.csv.csv
2015-2016,California,Part B eligibility not determined,7/2015 - 6/2016,6767,3937,21,419,397,101,1693,199,6767,4404,2363,6767,data\data_file_6.csv.csv
2015-2016,California,Part B eligible continuning in Part C,7/2015 - 6/2016,-,-,-,-,-,-,-,-,-,-,-,-,data\data_file_6.csv.csv
2015-2016,California,Part B eligible exiting Part C,7/2015 - 6/2016,329,149,5,30,34,4,84,23,329,192,137,329,data\data_file_6.csv.csv
2015-2016,California,Total number exiting,7/2015 - 6/2016,17871,9782,51,1541,1055,259,4409,774,17871,11722,6149,17871,data\data_file_6.csv.csv
2015-2016,California,Withdrawal by parent,7/2015 - 6/2016,83,41,1,6,5,1,21,8,83,47,36,83,data\data_file_6.csv.csv
2015-2016,Colorado,Attempts to contact unsuccessful,7/2015 - 6/2016,313,159,1,5,24,0,124,0,313,193,120,313,data\data_file_6.csv.csv
2015-2016,Colorado,Completion of IFSP prior to max age,7/2015 - 6/2016,865,179,1,23,20,1,637,4,865,459,406,865,data\data_file_6.csv.csv
2015-2016,Colorado,Deceased,7/2015 - 6/2016,16,4,0,1,0,0,11,0,16,11,5,16,data\data_file_6.csv.csv
2015-2016,Colorado,Moved out of state,7/2015 - 6/2016,361,53,1,9,15,1,277,5,361,225,136,361,data\data_file_6.csv.csv
2015-2016,Colorado,Not eligible Part B - exit to other program,7/2015 - 6/2016,455,109,3,15,21,1,303,3,455,292,163,455,data\data_file_6.csv.csv
2015-2016,Colorado,Not eligible Part B - exit with no referrals,7/2015 - 6/2016,291,69,0,7,4,1,208,2,291,181,110,291,data\data_file_6.csv.csv
2015-2016,Colorado,Part B eligibility not determined,7/2015 - 6/2016,591,219,5,15,35,0,312,5,591,407,184,591,data\data_file_6.csv.csv
2015-2016,Colorado,Part B eligible continuning in Part C,7/2015 - 6/2016,-,-,-,-,-,-,-,-,-,-,-,-,data\data_file_6.csv.csv
2015-2016,Colorado,Part B eligible exiting Part C,7/2015 - 6/2016,2430,763,7,66,105,6,1453,30,2430,1706,724,2430,data\data_file_6.csv.csv
2015-2016,Colorado,Total number exiting,7/2015 - 6/2016,5941,1760,22,165,256,12,3670,56,5941,3842,2099,5941,data\data_file_6.csv.csv
2015-2016,Colorado,Withdrawal by parent,7/2015 - 6/2016,619,205,4,24,32,2,345,7,619,368,251,619,data\data_file_6.csv.csv
2015-2016,Connecticut,Attempts to contact unsuccessful,7/2015 - 6/2016,341,170,3,8,52,2,102,4,341,205,136,341,data\data_file_6.csv.csv
2015-2016,Connecticut,Completion of IFSP prior to max age,7/2015 - 6/2016,346,77,2,10,28,1,219,9,346,187,159,346,data\data_file_6.csv.csv
2015-2016,Connecticut,Deceased,7/2015 - 6/2016,7,4,0,0,1,0,2,0,7,4,3,7,data\data_file_6.csv.csv
2015-2016,Connecticut,Moved out of state,7/2015 - 6/2016,203,61,1,21,24,2,91,3,203,129,74,203,data\data_file_6.csv.csv
2015-2016,Connecticut,Not eligible Part B - exit to other program,7/2015 - 6/2016,398,180,0,13,35,0,165,5,398,256,142,398,data\data_file_6.csv.csv
2015-2016,Connecticut,Not eligible Part B - exit with no referrals,7/2015 - 6/2016,195,63,0,9,18,4,99,2,195,110,85,195,data\data_file_6.csv.csv
2015-2016,Connecticut,Part B eligibility not determined,7/2015 - 6/2016,339,130,1,4,50,1,146,7,339,222,117,339,data\data_file_6.csv.csv
2015-2016,Connecticut,Part B eligible continuning in Part C,7/2015 - 6/2016,-,-,-,-,-,-,-,-,-,-,-,-,data\data_file_6.csv.csv
2015-2016,Connecticut,Part B eligible exiting Part C,7/2015 - 6/2016,2352,764,1,93,252,10,1173,59,2352,1690,662,2352,data\data_file_6.csv.csv
2015-2016,Connecticut,Total number exiting,7/2015 - 6/2016,4878,1610,10,190,513,22,2424,109,4878,3204,1674,4878,data\data_file_6.csv.csv
2015-2016,Connecticut,Withdrawal by parent,7/2015 - 6/2016,697,161,2,32,53,2,427,20,697,401,296,697,data\data_file_6.csv.csv
2015-2016,Delaware,Attempts to contact unsuccessful,12/2014 - 12/2015,122,24,x,4,50,x,39,4,122,76,46,122,data\data_file_6.csv.csv
2015-2016,Delaware,Completion of IFSP prior to max age,12/2014 - 12/2015,110,11,x,4,22,x,71,2,110,62,48,110,data\data_file_6.csv.csv
2015-2016,Delaware,Deceased,12/2014 - 12/2015,8,1,x,0,4,x,2,1,8,5,3,8,data\data_file_6.csv.csv
2015-2016,Delaware,Moved out of state,12/2014 - 12/2015,50,4,x,4,17,x,19,5,50,33,17,50,data\data_file_6.csv.csv
2015-2016,Delaware,Not eligible Part B - exit to other program,12/2014 - 12/2015,24,1,x,1,5,x,15,2,24,17,7,24,data\data_file_6.csv.csv
2015-2016,Delaware,Not eligible Part B - exit with no referrals,12/2014 - 12/2015,32,2,x,0,13,x,14,3,32,22,10,32,data\data_file_6.csv.csv
2015-2016,Delaware,Part B eligibility not determined,12/2014 - 12/2015,32,2,x,4,9,x,14,3,32,20,12,32,data\data_file_6.csv.csv
2015-2016,Delaware,Part B eligible continuning in Part C,12/2014 - 12/2015,0,0,x,0,0,x,0,0,0,0,0,0,data\data_file_6.csv.csv
2015-2016,Delaware,Part B eligible exiting Part C,12/2014 - 12/2015,470,65,x,16,101,x,255,29,470,332,138,470,data\data_file_6.csv.csv
2015-2016,Delaware,Total number exiting,12/2014 - 12/2015,1025,134,x,37,263,x,528,57,1025,675,350,1025,data\data_file_6.csv.csv
2015-2016,Delaware,Withdrawal by parent,12/2014 - 12/2015,177,24,x,4,42,x,99,8,177,108,69,177,data\data_file_6.csv.csv
2015-2016,District of Columbia,Attempts to contact unsuccessful,7/2015 - 6/2016,74,3,x,x,66,0,3,1,74,40,34,74,data\data_file_6.csv.csv
2015-2016,District of Columbia,Completion of IFSP prior to max age,7/2015 - 6/2016,181,22,x,x,61,0,76,20,181,103,78,181,data\data_file_6.csv.csv
2015-2016,District of Columbia,Deceased,7/2015 - 6/2016,4,2,x,x,1,0,1,0,4,2,2,4,data\data_file_6.csv.csv
2015-2016,District of Columbia,Moved out of state,7/2015 - 6/2016,88,15,x,x,24,0,39,5,88,53,35,88,data\data_file_6.csv.csv
2015-2016,District of Columbia,Not eligible Part B - exit to other program,7/2015 - 6/2016,24,4,x,x,11,0,5,3,24,15,9,24,data\data_file_6.csv.csv
2015-2016,District of Columbia,Not eligible Part B - exit with no referrals,7/2015 - 6/2016,43,8,x,x,28,0,5,2,43,25,18,43,data\data_file_6.csv.csv
2015-2016,District of Columbia,Part B eligibility not determined,7/2015 - 6/2016,10,3,x,x,7,0,0,0,10,7,3,10,data\data_file_6.csv.csv
2015-2016,District of Columbia,Part B eligible continuning in Part C,7/2015 - 6/2016,145,31,x,x,88,0,19,4,145,107,38,145,data\data_file_6.csv.csv
2015-2016,District of Columbia,Part B eligible exiting Part C,7/2015 - 6/2016,67,14,x,x,46,0,4,2,67,52,15,67,data\data_file_6.csv.csv
2015-2016,District of Columbia,Total number exiting,7/2015 - 6/2016,735,121,x,x,372,0,186,42,735,458,277,735,data\data_file_6.csv.csv
2015-2016,District of Columbia,Withdrawal by parent,7/2015 - 6/2016,99,19,x,x,40,0,34,5,99,54,45,99,data\data_file_6.csv.csv
2015-2016,Florida,Attempts to contact unsuccessful,7/2015 - 6/2016,1308,335,5,19,460,1,430,58,1308,777,531,1308,data\data_file_6.csv.csv
2015-2016,Florida,Completion of IFSP prior to max age,7/2015 - 6/2016,817,249,1,12,134,1,387,33,817,476,341,817,data\data_file_6.csv.csv
2015-2016,Florida,Deceased,7/2015 - 6/2016,64,18,0,0,22,0,23,1,64,35,29,64,data\data_file_6.csv.csv
2015-2016,Florida,Moved out of state,7/2015 - 6/2016,652,204,2,27,95,1,306,17,652,409,243,652,data\data_file_6.csv.csv
2015-2016,Florida,Not eligible Part B - exit to other program,7/2015 - 6/2016,438,199,2,3,101,0,117,16,438,262,176,438,data\data_file_6.csv.csv
2015-2016,Florida,Not eligible Part B - exit with no referrals,7/2015 - 6/2016,299,104,1,4,44,0,131,15,299,183,116,299,data\data_file_6.csv.csv
2015-2016,Florida,Part B eligibility not determined,7/2015 - 6/2016,2668,1152,5,53,662,2,730,64,2668,1868,800,2668,data\data_file_6.csv.csv
2015-2016,Florida,Part B eligible continuning in Part C,7/2015 - 6/2016,-,-,-,-,-,-,-,-,-,-,-,-,data\data_file_6.csv.csv
2015-2016,Florida,Part B eligible exiting Part C,7/2015 - 6/2016,6564,2510,21,143,1214,7,2446,223,6564,4610,1954,6564,data\data_file_6.csv.csv
2015-2016,Florida,Total number exiting,7/2015 - 6/2016,14010,5169,37,295,2981,12,5051,465,14010,9361,4649,14010,data\data_file_6.csv.csv
2015-2016,Florida,Withdrawal by parent,7/2015 - 6/2016,1200,398,0,34,249,0,481,38,1200,741,459,1200,data\data_file_6.csv.csv
2015-2016,Georgia,Attempts to contact unsuccessful,7/2015 - 6/2016,582,20,0,11,288,3,203,57,582,353,229,582,data\data_file_6.csv.csv
2015-2016,Georgia,Completion of IFSP prior to max age,7/2015 - 6/2016,22,0,0,0,8,0,11,3,22,11,11,22,data\data_file_6.csv.csv
2015-2016,Georgia,Deceased,7/2015 - 6/2016,21,1,0,1,7,0,8,4,21,8,13,21,data\data_file_6.csv.csv
2015-2016,Georgia,Moved out of state,7/2015 - 6/2016,161,3,0,8,47,0,80,23,161,106,55,161,data\data_file_6.csv.csv
2015-2016,Georgia,Not eligible Part B - exit to other program,7/2015 - 6/2016,291,15,0,9,114,1,115,37,291,194,97,291,data\data_file_6.csv.csv
2015-2016,Georgia,Not eligible Part B - exit with no referrals,7/2015 - 6/2016,238,3,0,7,70,0,120,38,238,148,90,238,data\data_file_6.csv.csv
2015-2016,Georgia,Part B eligibility not determined,7/2015 - 6/2016,745,26,1,15,285,3,323,92,745,494,251,745,data\data_file_6.csv.csv
2015-2016,Georgia,Part B eligible continuning in Part C,7/2015 - 6/2016,0,0,0,0,0,0,0,0,0,0,0,0,data\data_file_6.csv.csv
2015-2016,Georgia,Part B eligible exiting Part C,7/2015 - 6/2016,2457,51,6,61,823,3,1104,409,2457,1709,748,2457,data\data_file_6.csv.csv
2015-2016,Georgia,Total number exiting,7/2015 - 6/2016,5076,134,7,129,1807,11,2260,728,5076,3376,1700,5076,data\data_file_6.csv.csv
2015-2016,Georgia,Withdrawal by parent,7/2015 - 6/2016,559,15,0,17,165,1,296,65,559,353,206,559,data\data_file_6.csv.csv
2015-2016,Guam,Attempts to contact unsuccessful,12/2015 - 12/2016,9,0,0,1,0,7,0,1,9,6,3,9,data\data_file_6.csv.csv
2015-2016,Guam,Completion of IFSP prior to max age,12/2015 - 12/2016,22,0,0,2,0,17,0,3,22,10,12,22,data\data_file_6.csv.csv
2015-2016,Guam,Deceased,12/2015 - 12/2016,2,0,0,1,0,1,0,0,2,0,2,2,data\data_file_6.csv.csv
2015-2016,Guam,Moved out of state,12/2015 - 12/2016,8,0,0,1,0,4,0,3,8,4,4,8,data\data_file_6.csv.csv
2015-2016,Guam,Not eligible Part B - exit to other program,12/2015 - 12/2016,2,0,0,1,0,0,0,1,2,1,1,2,data\data_file_6.csv.csv
2015-2016,Guam,Not eligible Part B - exit with no referrals,12/2015 - 12/2016,5,0,0,2,0,2,0,1,5,4,1,5,data\data_file_6.csv.csv
2015-2016,Guam,Part B eligibility not determined,12/2015 - 12/2016,3,0,0,1,0,2,0,0,3,3,0,3,data\data_file_6.csv.csv
2015-2016,Guam,Part B eligible continuning in Part C,12/2015 - 12/2016,-,-,-,-,-,-,-,-,-,-,-,-,data\data_file_6.csv.csv
2015-2016,Guam,Part B eligible exiting Part C,12/2015 - 12/2016,44,0,0,9,0,31,0,4,44,34,10,44,data\data_file_6.csv.csv
2015-2016,Guam,Total number exiting,12/2015 - 12/2016,105,0,0,19,0,71,0,15,105,67,38,105,data\data_file_6.csv.csv
2015-2016,Guam,Withdrawal by parent,12/2015 - 12/2016,10,0,0,1,0,7,0,2,10,5,5,10,data\data_file_6.csv.csv
2015-2016,Hawaii,Attempts to contact unsuccessful,7/2015 - 6/2016,138,18,x,22,x,30,12,53,138,95,43,138,data\data_file_6.csv.csv
2015-2016,Hawaii,Completion of IFSP prior to max age,7/2015 - 6/2016,184,19,x,69,x,10,24,60,184,107,77,184,data\data_file_6.csv.csv
2015-2016,Hawaii,Deceased,7/2015 - 6/2016,6,2,x,1,x,0,3,0,6,0,6,6,data\data_file_6.csv.csv
2015-2016,Hawaii,Moved out of state,7/2015 - 6/2016,173,36,x,19,x,9,55,46,173,113,60,173,data\data_file_6.csv.csv
